Ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
LSEA,Landsea Homes Corp,N/A,$11.30,,0.0%,0.0%,$411.43,$42.04,2,139.1%,14.0,$5.41
LTC,LTC PROPERTIES INC,Real Estate,$35.30,6.5%,6.4%,228.0%,"$1,622.73",$18.69,1,52.0%,38.4,$31.23
LTH,"Life Time Group Holdings, Inc.",N/A,$27.62,,0.0%,0.0%,"$6,058.11",$29.20,0,167.3%,35.0,$18.01
LUMN,"Lumen Technologies, Inc.",N/A,$4.01,,11.5%,100.0%,"$4,083.11",,,110.0%,10.3,$0.97
LUNG,Pulmonx Corp,N/A,$2.74,,0.0%,0.0%,$110.71,,0,157.3%,9.4,$2.62
LUNR,"Intuitive Machines, Inc.",N/A,$10.28,,0.0%,0.0%,"$1,814.91",,0,168.4%,25.0,$3.15
LVO,"LiveOne, Inc.",N/A,$0.76,,0.0%,0.0%,$73.77,,0,183.2%,1.8,$0.55
LVWR,"LiveWire Group, Inc.",N/A,$5.93,,0.0%,0.0%,"$1,180.68",,0,147.8%,9.0,$0.93
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,$24.67,,0.0%,8.0%,$374.46,$36.93,0,59.7%,27.3,$10.06
LWLG,"Lightwave Logic, Inc.",Basic Materials,$1.32,,0.0%,0.0%,$160.05,,0,245.8%,4.2,$0.79
LXEO,"Lexeo Therapeutics, Inc.",N/A,$4.22,,0.0%,0.0%,$140.76,,0,232.7%,19.5,$1.45
LXFR,LUXFER HOLDINGS PLC,Industrials,$11.55,6.0%,4.7%,65.0%,$309.41,$14.60,1,94.3%,15.2,$9.29
LXP,LXP Industrial Trust,Real Estate,$8.69,6.2%,5.6%,53.0%,"$2,570.12",$44.99,3,82.5%,10.1,$6.85
LXRX,"LEXICON PHARMACEUTICALS, INC.",Healthcare,$0.74,,0.0%,0.0%,$270.75,,0,210.9%,2.5,$0.28
LXU,"LSB INDUSTRIES, INC.",Basic Materials,$8.65,,0.0%,2.0%,$622.46,,0,66.8%,10.4,$4.88
LYEL,"Lyell Immunopharma, Inc.",N/A,$9.59,,0.0%,0.0%,$141.47,,0,150.5%,45.4,$7.65
LYRA,"Lyra Therapeutics, Inc.",N/A,$10.80,,0.0%,0.0%,$14.15,,0,177.7%,37.5,$3.81
LYTS,LSI INDUSTRIES INC,Technology,$16.20,1.0%,1.3%,20.0%,$486.37,$22.23,0,64.5%,25.4,$13.48
LZ,"LEGALZOOM.COM, INC.",N/A,$8.56,,0.0%,144.0%,"$1,549.13",$51.05,0,123.8%,10.6,$5.33
LZB,LA-Z-BOY INC,Consumer Cyclical,$38.25,2.3%,1.6%,86.0%,"$1,564.92",$15.72,0,91.5%,47.8,$34.99
LZM,Lifezone Metals Ltd,N/A,$4.13,,0.0%,0.0%,$388.07,,0,79.5%,9.3,$2.90
MAC,MACERICH CO,Real Estate,$16.03,4.0%,3.8%,68.0%,"$4,049.96",,,146.1%,21.8,$12.35
MAMA,"Mama's Creations, Inc.",N/A,$7.97,,0.0%,0.0%,$299.38,$68.12,0,59.6%,10.0,$5.50
MAPS,"WM TECHNOLOGY, INC.",N/A,$1.07,,0.0%,0.0%,$165.18,$20.53,1,136.1%,1.7,$0.70
MARA,"MARA Holdings, Inc.",Financial Services,$14.75,,0.0%,0.0%,"$5,099.43",,0,303.7%,30.3,$9.81
MASS,908 Devices Inc.,N/A,$7.97,,0.0%,0.0%,$285.81,,0,167.9%,8.0,$1.81
MATV,"Mativ Holdings, Inc.",N/A,$6.49,6.0%,18.2%,40.0%,$355.11,,,95.6%,19.1,$4.27
MATW,MATTHEWS INTERNATIONAL CORP,Industrials,$21.27,4.7%,4.3%,99.0%,$660.17,,,92.1%,31.3,$18.27
MATX,"Matson, Inc.",Industrials,$110.63,1.2%,1.1%,136.0%,"$3,611.17",$7.04,0,102.3%,168.1,$91.42
MAX,"MediaAlpha, Inc.",N/A,$10.48,,0.0%,0.0%,$705.73,$44.68,0,70.6%,20.9,$7.33
MAZE,Maze Therapeutics Inc.,N/A,$11.32,,0.0%,0.0%,$322.36,,,89.2%,17.0,$6.71
MBC,"MasterBrand, Inc.",N/A,$9.98,,0.0%,0.0%,"$1,277.64",$12.56,0,112.7%,20.7,$9.63
MBCN,MIDDLEFIELD BANC CORP,Financial Services,$29.11,3.0%,2.6%,82.0%,$236.78,$14.63,0,54.5%,33.3,$20.70
MBI,MBIA INC,Financial Services,$4.22,,36.2%,800.0%,$212.06,,0,120.9%,7.5,$3.22
MBIN,Merchants Bancorp,Financial Services,$31.35,1.3%,0.9%,38.0%,"$1,436.56",$5.80,0,85.4%,52.7,$27.17
MBUU,"MALIBU BOATS, INC.",Consumer Cyclical,$31.61,,0.0%,0.0%,$606.81,,0,93.1%,47.8,$24.43
MBWM,MERCANTILE BANK CORP,Financial Services,$43.64,3.4%,2.9%,146.0%,$707.21,$9.12,0,77.2%,51.7,$35.35
MBX,"MBX Biosciences, Inc.",N/A,$10.25,,0.0%,0.0%,$343.48,,0,222.0%,27.5,$4.81
MC,Moelis & Co,Financial Services,$56.52,4.0%,4.9%,250.0%,"$4,436.48",$26.14,1,154.7%,81.2,$46.44
MCB,Metropolitan Bank Holding Corp.,Financial Services,$64.72,,0.0%,0.0%,$690.03,$9.78,0,110.0%,69.6,$38.56
MCBS,"MetroCity Bankshares, Inc.",Financial Services,$26.99,3.4%,2.4%,89.0%,$682.79,$10.32,0,83.3%,35.6,$23.31
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,$17.93,,0.0%,430.0%,$297.73,$5.47,0,98.1%,23.0,$14.39
MCRI,MONARCH CASINO & RESORT INC,Consumer Cyclical,$83.98,1.0%,1.8%,120.0%,"$1,554.69",$20.91,0,95.6%,95.5,$64.71
MCS,MARCUS CORP,Communication Services,$17.14,2.0%,0.8%,35.0%,$537.38,,,69.5%,23.0,$10.29
MCW,"Mister Car Wash, Inc.",N/A,$6.12,,0.0%,0.0%,"$1,987.94",$24.66,0,133.9%,8.6,$5.84
MCY,MERCURY GENERAL CORP,Financial Services,$62.78,2.0%,2.9%,127.0%,"$3,478.96",$12.16,0,64.4%,79.5,$43.72
MD,"Pediatrix Medical Group, Inc.",Healthcare,$13.36,,0.0%,0.0%,"$1,146.84",,0,59.3%,17.7,$6.62
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",Healthcare,$287.00,,0.0%,0.0%,"$6,277.31",,0,84.5%,377.5,$200.63
MDWD,MediWound Ltd.,Healthcare,$19.44,,0.0%,0.0%,$209.71,,0,112.9%,24.0,$12.78
MDXG,"MIMEDX GROUP, INC.",Healthcare,$5.90,,0.0%,0.0%,$871.44,$21.69,0,81.7%,10.1,$5.47
MEC,"Mayville Engineering Company, Inc.",Industrials,$15.99,,0.0%,0.0%,$325.74,$14.32,0,77.5%,23.0,$11.72
MED,MEDIFAST INC,Consumer Cyclical,$14.16,,29.3%,659.0%,$155.74,,,70.9%,22.7,$11.57
MEG,"Montrose Environmental Group, Inc.",N/A,$22.37,,0.0%,0.0%,$765.42,,,165.6%,49.7,$10.51
MEI,METHODE ELECTRONICS INC,Technology,$9.11,6.0%,6.8%,56.0%,$324.79,,,156.6%,16.8,$4.96
METCB,"Ramaco Resources, Inc.",N/A,$7.36,4.0%,4.8%,84.0%,$623.08,,,37.2%,10.9,$5.87
METCV,,N/A,$0.00,,NaN,0.0%,,,,,NaN,NaN
MFA,"MFA FINANCIAL, INC.",Real Estate,$9.44,15.0%,14.8%,141.0%,$970.07,$9.30,1,115.7%,12.2,$7.85
MFIN,MEDALLION FINANCIAL CORP,Financial Services,$9.09,5.0%,2.9%,44.0%,$211.45,$5.58,0,87.0%,10.2,$6.17
MG,"Mistras Group, Inc.",Industrials,$7.55,,0.0%,0.0%,$235.91,$15.96,0,81.0%,12.4,$7.06
MGEE,MGE ENERGY INC,Utilities,$88.87,2.0%,1.7%,180.0%,"$4,791.66",$57.98,1,52.2%,107.7,$70.88
MGNI,"MAGNITE, INC.",N/A,$18.83,,0.0%,0.0%,"$2,655.70",$85.92,0,241.6%,21.3,$8.22
MGNX,MACROGENICS INC,Healthcare,$1.37,,0.0%,0.0%,$86.43,,0,210.2%,5.8,$0.99
MGPI,MGP INGREDIENTS INC,Consumer Defensive,$30.44,2.0%,1.6%,48.0%,$648.36,$59.48,1,69.8%,91.6,$25.03
MGRC,MCGRATH RENTCORP,Industrials,$114.44,1.7%,1.6%,191.0%,"$2,809.63",$11.85,0,65.9%,129.3,$94.27
MGTX,MeiraGTx Holdings plc,Healthcare,$6.50,,0.0%,0.0%,$520.77,,0,151.3%,8.8,$3.85
MGX,"Metagenomi, Inc.",N/A,$1.54,,0.0%,0.0%,$55.32,,0,100.5%,5.5,$1.23
MGY,Magnolia Oil & Gas Corp,Energy,$24.06,2.0%,1.6%,56.0%,"$4,634.74",$12.07,0,93.9%,28.6,$18.96
MHLD,"Maiden Holdings, Ltd.",Financial Services,$1.15,,0.0%,50.0%,$114.64,,0,106.9%,NaN,NaN
MHO,"M/I HOMES, INC.",Consumer Cyclical,$104.49,,0.0%,10.0%,"$2,800.51",$5.22,0,132.6%,176.2,$100.22
MIR,"Mirion Technologies, Inc.",N/A,$19.59,,0.0%,0.0%,"$4,534.17",,0,148.0%,20.8,$9.11
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,$50.80,,0.0%,0.0%,"$2,516.36",,0,56.2%,54.2,$28.56
MITK,MITEK SYSTEMS INC,Technology,$9.57,,0.0%,0.0%,$436.05,$32.71,0,110.5%,13.7,$6.93
MITT,"AG Mortgage Investment Trust, Inc.",Real Estate,$7.44,10.0%,10.0%,77.0%,$220.50,$8.40,1,122.9%,7.7,$5.63
MKTW,"MARKETWISE, INC.",N/A,$17.76,9.0%,6.4%,150.0%,$283.85,$45.11,0,118.7%,24.1,$8.40
ML,MONEYLION INC.,N/A,$85.95,,0.0%,0.0%,$972.40,$106.32,0,211.9%,NaN,NaN
MLAB,MESA LABORATORIES INC /CO/,Technology,$93.33,1.0%,0.6%,64.0%,$507.30,,,95.2%,154.7,$83.24
MLI,MUELLER INDUSTRIES INC,Industrials,$73.31,1.4%,0.7%,90.0%,"$8,051.98",$12.90,0,96.4%,96.0,$53.66
MLKN,"MILLERKNOLL, INC.",N/A,$16.90,4.0%,4.2%,75.0%,"$1,145.59",$38.06,2,137.9%,30.7,$15.08
MLNK,"MeridianLink, Inc.",N/A,$16.02,,0.0%,0.0%,"$1,235.82",,0,94.8%,25.3,$15.57
MLP,MAUI LAND & PINEAPPLE CO INC,Real Estate,$17.26,,0.0%,12.0%,$340.54,,0,77.0%,26.5,$14.05
MLR,MILLER INDUSTRIES INC /TN/,Consumer Cyclical,$44.15,2.0%,1.7%,78.0%,$505.70,$9.27,0,84.2%,77.4,$37.24
MLYS,"Mineralys Therapeutics, Inc.",N/A,$13.73,,0.0%,0.0%,$894.86,,0,154.5%,18.4,$8.24
MMI,"Marcus & Millichap, Inc.",Real Estate,$30.80,2.0%,1.2%,50.0%,"$1,200.49",,,113.3%,42.5,$27.61
MMS,"MAXIMUS, INC.",Industrials,$69.16,1.7%,1.6%,120.0%,"$3,898.25",$12.99,0,59.4%,92.8,$63.52
MMSI,MERIT MEDICAL SYSTEMS INC,Healthcare,$92.95,,0.0%,0.0%,"$5,493.30",$44.93,0,72.1%,111.5,$80.84
MNKD,MANNKIND CORP,Healthcare,$3.84,,0.0%,0.0%,"$1,157.98",$38.45,0,103.9%,7.6,$3.63
MNMD,Mind Medicine (MindMed) Inc.,N/A,$7.08,,0.0%,0.0%,$535.67,,0,175.0%,10.4,$4.70
MNRO,"MONRO, INC.",Consumer Cyclical,$14.07,8.0%,6.9%,112.0%,$422.86,,,96.7%,29.8,$11.98
MNTK,"Montauk Renewables, Inc.",N/A,$2.10,,0.0%,0.0%,$296.26,$39.93,0,108.6%,6.2,$1.68
MOD,MODINE MANUFACTURING CO,Consumer Cyclical,$96.22,,0.0%,47.0%,"$5,034.86",$27.36,0,180.5%,146.8,$64.79
MODG,Topgolf Callaway Brands Corp.,N/A,$8.37,,0.0%,4.0%,"$1,536.17",,0,98.7%,16.9,$5.42
MODV,ModivCare Inc,N/A,$3.50,,0.0%,0.0%,$51.96,,0,148.4%,32.8,$0.87
MOFG,"MidWestOne Financial Group, Inc.",Financial Services,$27.39,4.0%,3.1%,97.0%,$570.60,,,79.2%,33.8,$19.76
MOGA,,N/A,$174.08,1.0%,0.6%,114.0%,"$5,486.28",$26.34,0,103.7%,226.9,$143.44
MOV,MOVADO GROUP INC,Consumer Cyclical,$15.43,9.0%,6.8%,140.0%,$342.00,$19.25,1,81.0%,24.5,$12.24
MPB,MID PENN BANCORP INC,Financial Services,$26.73,3.0%,3.0%,80.0%,$517.64,$10.14,0,63.8%,33.4,$19.49
MPX,MARINE PRODUCTS CORP,Consumer Cyclical,$8.03,15.0%,9.5%,126.0%,$287.33,$18.58,3,80.9%,9.5,$7.37
MQ,"Marqeta, Inc.",N/A,$5.45,,0.0%,0.0%,"$2,580.16",$46.84,0,92.2%,6.0,$3.37
MRAM,EVERSPIN TECHNOLOGIES INC,Technology,$6.06,,0.0%,0.0%,$136.38,,0,137.7%,7.0,$4.34
MRC,MRC GLOBAL INC.,Energy,$12.72,,0.0%,0.0%,"$1,094.77",,1,139.5%,15.4,$9.23
MRCY,MERCURY SYSTEMS INC,Industrials,$51.44,,0.0%,0.0%,"$3,073.20",,0,90.0%,54.3,$26.48
MRSN,"Mersana Therapeutics, Inc.",Healthcare,$0.36,,0.0%,0.0%,$44.38,,0,201.2%,2.8,$0.26
MRTN,MARTEN TRANSPORT LTD,Industrials,$12.85,2.0%,2.3%,24.0%,"$1,048.01",$48.49,1,76.4%,19.0,$12.46
MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",N/A,$2.01,,0.0%,0.0%,$511.87,,0,98.1%,10.0,$1.67
MSBI,"Midland States Bancorp, Inc.",Financial Services,$16.31,7.6%,7.3%,124.0%,$348.63,$6.85,1,65.9%,27.2,$14.54
MSEX,MIDDLESEX WATER CO,Utilities,$56.09,2.4%,2.2%,135.0%,"$1,008.31",$23.43,1,36.9%,69.5,$47.56
MSFUT,,N/A,$0.00,,NaN,0.0%,,,,,NaN,NaN
MSGE,Madison Square Garden Entertainment Corp.,N/A,$37.39,,0.0%,0.0%,"$1,774.52",$13.49,0,117.0%,44.1,$28.29
MTAL,MAC Copper Ltd,N/A,$11.95,,0.0%,0.0%,$984.31,,0,114.5%,14.9,$7.69
MTH,Meritage Homes CORP,Consumer Cyclical,$62.45,3.0%,0.8%,161.0%,"$4,485.08",$6.20,0,121.4%,105.2,$58.87
MTRN,MATERION Corp,Basic Materials,$77.10,0.7%,0.6%,55.0%,"$1,605.82",$157.79,1,137.1%,122.7,$68.98
MTRX,MATRIX SERVICE CO,Energy,$12.72,,0.0%,0.0%,$350.93,,0,153.1%,15.8,$8.61
MTSR,"Metsera, Inc.",N/A,$31.23,,0.0%,0.0%,"$2,061.38",,0,246.1%,38.0,$12.30
MTUS,Metallus Inc.,N/A,$14.50,,0.0%,0.0%,$608.92,,0,137.8%,23.3,$10.78
MTW,MANITOWOC CO INC,Industrials,$11.30,,0.0%,32.0%,$400.51,$8.90,0,155.3%,13.5,$7.06
MTX,MINERALS TECHNOLOGIES INC,Basic Materials,$53.83,1.0%,0.5%,43.0%,"$1,707.19",,,113.5%,89.7,$49.45
MUR,MURPHY OIL CORP,Energy,$25.06,5.0%,4.5%,125.0%,"$3,576.46",$9.17,1,97.4%,41.2,$18.67
MVBF,MVB FINANCIAL CORP,Financial Services,$20.65,3.0%,3.2%,68.0%,$267.56,$13.95,0,75.6%,24.4,$15.45
MVIS,"MICROVISION, INC.",Technology,$1.26,,0.0%,0.0%,$311.58,,0,157.5%,2.0,$0.80
MWA,"Mueller Water Products, Inc.",Industrials,$23.41,1.2%,1.0%,27.0%,"$3,664.69",$25.47,0,109.9%,28.5,$16.90
MXCT,"MAXCYTE, INC.",N/A,$2.11,,0.0%,0.0%,$224.33,,0,148.0%,5.2,$2.10
MXL,"MAXLINEAR, INC",Technology,$13.13,,0.0%,0.0%,"$1,132.36",,0,189.6%,26.6,$8.35
MYE,MYERS INDUSTRIES INC,Consumer Cyclical,$14.52,,4.0%,54.0%,$543.16,$51.72,2,86.0%,16.7,$8.98
MYFW,First Western Financial Inc,Financial Services,$20.97,,0.0%,0.0%,$204.70,$20.18,0,85.0%,23.7,$15.54
MYGN,MYRIAD GENETICS INC,Healthcare,$5.09,,0.0%,0.0%,$467.34,,0,174.6%,29.3,$3.81
MYPS,"PLAYSTUDIOS, Inc.",N/A,$1.42,,0.0%,0.0%,$178.87,,0,96.8%,2.3,$1.14
MYRG,MYR GROUP INC.,Industrials,$168.15,,0.0%,0.0%,"$2,607.06",$74.75,0,111.7%,172.0,$86.60
NABL,"N-able, Inc.",N/A,$7.89,,0.0%,0.0%,"$1,491.68",$91.29,0,76.5%,15.5,$6.07
NAGE,ChromaDex Corp.,N/A,$13.79,,0.0%,0.0%,"$1,085.45",$76.95,0,120.1%,14.5,$2.31
NAT,NORDIC AMERICAN TANKERS Ltd,Industrials,$2.86,14.0%,10.0%,41.0%,$603.49,$12.94,2,50.0%,3.7,$2.08
NATH,"NATHANS FAMOUS, INC.",Consumer Cyclical,$109.59,2.0%,1.7%,200.0%,$448.82,$18.68,0,47.2%,118.5,$66.27
NATL,NCR Atleos Corp,N/A,$27.65,,0.0%,0.0%,"$2,029.54",$17.50,0,77.8%,35.5,$22.30
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Defensive,$14.47,,1.4%,100.0%,$268.84,$26.56,0,67.4%,18.1,$10.81
NAUT,"Nautilus Biotechnology, Inc.",N/A,$0.70,,0.0%,0.0%,$89.31,,0,183.7%,3.1,$0.66
NAVI,NAVIENT CORP,Financial Services,$13.41,5.0%,4.7%,64.0%,"$1,358.90",$24.27,1,100.6%,16.2,$10.41
NBBK,NB Bancorp Inc.,N/A,$16.22,,0.0%,0.0%,,,,89.6%,21.1,$14.20
NBHC,National Bank Holdings Corp,Financial Services,$35.88,3.3%,2.6%,116.0%,"$1,365.68",$12.23,0,71.6%,50.7,$32.56
NBN,Northeast Bank,Financial Services,$82.08,,0.1%,4.0%,$742.13,$39.41,,49.2%,110.3,$54.57
NBR,NABORS INDUSTRIES LTD,Energy,$35.30,,0.0%,200.0%,$490.96,,,155.6%,106.0,$23.27
NBTB,NBT BANCORP INC,Financial Services,$39.99,3.4%,2.7%,136.0%,"$1,888.89",$13.16,0,65.9%,51.6,$34.52
NC,NACCO INDUSTRIES INC,Energy,$38.75,2.6%,2.2%,94.0%,$291.28,$8.55,0,54.4%,39.4,$24.66
NCMI,"National CineMedia, Inc.",Communication Services,$5.25,1.0%,18.1%,6.0%,$496.04,,0,154.8%,7.5,$4.07
NE,Noble Corp plc,Energy,$29.09,7.0%,2.2%,200.0%,"$4,256.05",$9.23,1,71.0%,45.4,$17.08
NECB,"NorthEast Community Bancorp, Inc./MD/",Financial Services,$22.49,3.0%,1.5%,75.0%,$315.11,$6.81,0,45.4%,31.2,$16.14
NEO,NEOGENOMICS INC,Healthcare,$6.95,,0.0%,0.0%,$894.43,,0,185.1%,19.1,$6.08
NEOG,NEOGEN CORP,Healthcare,$4.96,,0.0%,0.0%,"$1,083.02",,0,126.3%,18.6,$3.87
NEWT,"NewtekOne, Inc.",Financial Services,$10.46,7.3%,16.9%,76.0%,$275.54,$5.63,0,118.6%,15.0,$8.95
NEXT,NextDecade Corp.,Energy,$8.25,,0.0%,0.0%,"$2,207.00",,0,160.2%,9.7,$4.27
NFBK,"Northfield Bancorp, Inc.",Financial Services,$11.63,4.0%,4.3%,52.0%,$495.32,$15.67,1,84.6%,14.1,$7.73
NG,NOVAGOLD RESOURCES INC,Basic Materials,$4.35,,0.0%,0.0%,"$1,459.06",,0,110.8%,5.1,$2.26
NGNE,Neurogene Inc.,N/A,$18.32,,0.0%,0.0%,$384.23,,0,389.1%,74.5,$6.88
NGS,NATURAL GAS SERVICES GROUP INC,Energy,$27.50,,0.0%,0.0%,$343.32,$20.22,0,77.8%,29.7,$16.70
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,$40.52,1.0%,1.2%,46.0%,$929.95,$22.54,0,72.1%,61.1,$20.04
NGVT,Ingevity Corp,Basic Materials,$41.42,,0.0%,0.0%,"$1,508.92",,0,138.8%,51.7,$28.49
NHC,NATIONAL HEALTHCARE CORP,Healthcare,$106.02,2.4%,2.2%,244.0%,"$1,640.54",$15.20,0,50.7%,136.1,$89.14
NHI,NATIONAL HEALTH INVESTORS INC,Real Estate,$70.89,5.0%,5.2%,360.0%,"$3,307.78",$23.45,1,53.7%,83.1,$62.76
NIC,NICOLET BANKSHARES INC,N/A,$117.40,1.0%,0.3%,116.0%,"$1,765.32",$13.70,0,75.9%,125.2,$76.69
NJR,NEW JERSEY RESOURCES CORP,Utilities,$44.21,4.1%,3.3%,180.0%,"$4,439.43",$10.69,0,46.3%,50.5,$40.11
NKSH,NATIONAL BANKSHARES INC,Financial Services,$25.82,6.0%,6.6%,151.0%,$164.87,$17.53,1,38.2%,31.7,$23.09
NKTR,NEKTAR THERAPEUTICS,Healthcare,$8.63,,0.0%,0.0%,$106.82,,0,209.5%,22.8,$6.48
NKTX,"Nkarta, Inc.",N/A,$1.82,,0.0%,0.0%,$129.14,,0,122.5%,8.2,$1.31
NL,NL INDUSTRIES INC,Industrials,$6.62,12.0%,6.1%,77.0%,$322.88,$5.29,1,72.2%,9.2,$4.65
NLOP,Net Lease Office Properties,N/A,$33.05,,0.2%,34.0%,$489.46,,,63.9%,34.4,$23.38
NMIH,"NMI Holdings, Inc.",Financial Services,$40.37,,0.0%,0.0%,"$3,154.60",$8.44,0,50.9%,42.5,$31.90
NMRA,"Neumora Therapeutics, Inc.",N/A,$0.78,,0.0%,0.0%,$126.16,,0,217.0%,17.2,$0.61
NMRK,"NEWMARK GROUP, INC.",Real Estate,$11.27,1.0%,0.9%,12.0%,"$2,078.06",$30.24,1,139.0%,16.0,$9.55
NN,NEXTNAV INC.,N/A,$14.37,,0.0%,0.0%,"$1,905.20",,0,77.5%,18.5,$6.47
NNBR,NN INC,Industrials,$2.05,,0.0%,28.0%,$103.42,,0,204.0%,4.7,$1.58
NNE,Nano Nuclear Energy Inc.,N/A,$39.95,,0.0%,0.0%,"$1,423.92",,0,469.5%,48.1,$6.30
NNI,NELNET INC,Financial Services,$113.35,1.0%,0.8%,112.0%,"$4,121.13",$21.33,0,65.3%,126.4,$97.91
NNOX,Nano-X Imaging Ltd.,N/A,$5.12,,0.0%,0.0%,$291.78,,0,130.0%,11.0,$3.75
NODK,"NI Holdings, Inc.",Financial Services,$12.46,,0.0%,0.0%,$263.91,,0,25.9%,17.2,$12.01
NOG,"NORTHERN OIL & GAS, INC.",Energy,$31.24,5.0%,3.4%,169.0%,"$3,085.49",$4.76,0,113.7%,43.2,$19.88
NOTE,"FiscalNote Holdings, Inc.",N/A,$0.58,,0.0%,0.0%,$88.02,,0,138.5%,2.1,$0.48
NOVA,Sunnova Energy International Inc.,Technology,$0.00,,0.0%,0.0%,,,,91.4%,NaN,NaN
NOVT,NOVANTA INC,Technology,$122.33,,0.0%,0.0%,"$4,393.84",$62.22,0,164.2%,187.1,$98.76
NPCE,NeuroPace Inc,N/A,$10.60,,0.0%,0.0%,$347.66,,0,134.9%,19.0,$5.45
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,$93.06,1.0%,1.2%,100.0%,$664.20,$15.62,0,63.6%,102.9,$68.88
NPKI,NPK International Inc.,N/A,$8.49,,0.0%,0.0%,$725.20,,0,96.4%,8.9,$4.76
NPO,Enpro Inc.,Industrials,$185.46,0.7%,0.6%,122.0%,"$3,910.95",$46.07,0,128.2%,213.8,$133.28
NPWR,Net Power Inc.,N/A,$2.36,,0.0%,0.0%,$517.00,,0,44.5%,14.3,$1.48
NRC,NATIONAL RESEARCH CORP,Healthcare,$16.83,3.0%,4.8%,48.0%,$383.48,$15.84,0,60.9%,26.5,$9.76
NRDS,"NERDWALLET, INC.",N/A,$10.69,,0.0%,0.0%,$797.28,$27.03,0,109.0%,16.5,$7.55
NRDY,Nerdy Inc.,N/A,$1.61,,0.0%,0.0%,$296.50,,0,188.0%,2.2,$0.73
NREF,"NexPoint Real Estate Finance, Inc.",Real Estate,$13.67,15.0%,13.0%,200.0%,$492.43,$10.15,1,66.9%,16.5,$11.36
NRGV,"Energy Vault Holdings, Inc.",N/A,$0.88,,0.0%,0.0%,$138.79,,0,127.6%,2.7,$0.60
NRIM,NORTHRIM BANCORP INC,Financial Services,$87.26,2.9%,2.2%,252.0%,$482.53,$11.46,0,77.7%,91.8,$52.82
NRIX,"Nurix Therapeutics, Inc.",N/A,$11.63,,0.0%,0.0%,$885.86,,0,162.6%,29.6,$8.18
NSIT,INSIGHT ENTERPRISES INC,Technology,$134.20,,0.0%,0.0%,"$4,284.45",$22.53,0,82.4%,228.1,$126.10
NSP,"INSPERITY, INC.",Industrials,$60.41,4.0%,3.1%,240.0%,"$2,265.12",$35.95,1,77.1%,101.8,$59.63
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",Industrials,$28.43,2.0%,0.6%,52.0%,"$1,012.29",$22.34,0,122.2%,57.1,$18.91
NTB,Bank of N.T. Butterfield & Son Ltd,Financial Services,$42.36,4.0%,4.3%,176.0%,"$1,842.09",$8.52,0,76.7%,43.9,$31.87
NTCT,NETSCOUT SYSTEMS INC,Technology,$23.87,,0.0%,0.0%,"$1,701.90",,0,74.3%,27.9,$17.67
NTGR,"NETGEAR, INC.",Technology,$26.69,,0.0%,0.0%,$768.52,$30.77,0,124.8%,31.6,$13.96
NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,Basic Materials,$7.17,3.0%,3.3%,22.0%,$67.44,$17.71,1,26.3%,16.8,$6.74
NTLA,"Intellia Therapeutics, Inc.",Healthcare,$9.63,,0.0%,0.0%,$994.40,,0,215.5%,28.2,$5.90
NTST,NETSTREIT Corp.,N/A,$16.76,5.0%,4.7%,84.0%,"$1,368.58",,,57.9%,16.9,$13.06
NUS,"NU SKIN ENTERPRISES, INC.",Consumer Defensive,$7.68,3.0%,13.1%,24.0%,$379.49,,,100.7%,12.3,$5.28
NUVB,Nuvation Bio Inc.,N/A,$1.94,,0.0%,0.0%,$609.07,,0,174.8%,4.0,$1.54
NUVL,"Nuvalent, Inc.",N/A,$75.55,,0.0%,0.0%,"$5,423.72",,0,151.9%,113.5,$55.54
NVAX,NOVAVAX INC,Healthcare,$6.33,,0.0%,"1,275.0%","$1,020.41",$2.13,0,168.4%,17.8,$5.01
NVCR,NovoCure Ltd,Healthcare,$16.78,,0.0%,0.0%,"$1,872.96",,0,166.7%,34.1,$14.17
NVEC,NVE CORP /NEW/,Technology,$70.07,6.0%,5.6%,400.0%,$338.26,$22.45,1,111.4%,86.3,$50.79
NVEE,"NV5 Global, Inc.",Industrials,$22.90,,0.0%,0.0%,"$1,492.15",$52.67,0,103.7%,26.1,$14.75
NVRI,ENVIRI Corp,N/A,$8.42,,0.0%,67.0%,$676.98,,,172.6%,12.8,$4.72
NVTS,Navitas Semiconductor Corp,N/A,$7.15,,0.0%,0.0%,"$1,342.65",,0,163.0%,9.2,$1.52
NWBI,"Northwest Bancshares, Inc.",Financial Services,$12.12,6.6%,6.5%,80.0%,"$1,548.36",$13.51,1,67.3%,14.9,$10.11
NWE,"NorthWestern Energy Group, Inc.",Utilities,$51.09,5.2%,4.6%,262.0%,"$3,135.27",$13.29,1,41.5%,59.1,$46.20
